id;name;title;theme;organization_id;organization_name;organization_uf;organization_municipio;organization_title;maintainer;periodicity;created_date;update_date;count_files;count_downloads;count_followers;description;url
7eb9188b-ab9d-4e60-8cf2-7e918eac36af;auxilio-reconstrucao;Auxílio Reconstrução;Infraestrutura e Fomento;539d7aca-df8e-4033-ad9d-191444f1322d;controladoria-geral-da-uniao;DF;Brasília;Controladoria-Geral da União;Coordenação-Geral de Transparência Ativa e Dados Abertos (CGDAT/DGAT/SIP);semanal;03/07/2024 12:27:36;19/07/2024 13:23:21;2;138;2;"Base de dados com a lista de beneficiários e respectivos pagamentos individualizados do Auxílio Reconstrução disponibilizada em formato aberto no Portal da Transparência do Governo Federal. Os valores divulgados referem-se aos pagamentos efetivamente disponibilizados em conta aos beneficiários (não sendo possível afirmar que o recurso já foi efetivamente sacado).

Informações do arquivo:

Nome do Beneficiário
CPF (descaracterizado)
Valor do Benefício
Data de Pagamento
Unidade da Federação
Município

Criado pela Medida Provisória nº 1.219/2024, o Auxílio Reconstrução é um apoio financeiro no valor de R$ 5,1 mil, pago em uma única parcela pelo Governo Federal às famílias desalojadas ou desabrigadas no Rio Grande do Sul. A iniciativa é voltada às cidades gaúchas que tiveram a situação de emergência/calamidade decretada. O programa assistencial funciona a partir do cadastro das famílias para o recebimento do benefício pelas prefeituras, a confirmação dos dados pelo responsável familiar e o envio dos dados para o Governo Federal.";https://dados.gov.br/dados/conjuntos-dados/auxilio-reconstrucao
ef5ce527-529f-40c3-8753-d6002d2c9af9;sistema-integrado-de-gestao-patrimonial-siads;Sistema Integrado de Gestão Patrimonial (SIADS);Administração;1c290bc9-fa8f-459e-a61a-d758d59d25f4;ministerio-da-gestao-e-da-inovacao-em-servicos-publicos;DF;Brasília;Ministério da Gestão e da Inovação em Serviços Públicos;Coordenação-Geral de Sistemas de Contratos e Patrimônio (CGCON);semanal;07/11/2023 18:08:21;22/07/2024 18:16:41;36;432;2;O Siads é uma solução que possibilita aos órgãos da Administração Pública Federal um controle completo e efetivo de seus estoques de materiais, bens patrimoniais e serviços de transporte.;https://dados.gov.br/dados/conjuntos-dados/sistema-integrado-de-gestao-patrimonial-siads
1c5cfd83-e9f8-4b56-b1dc-9e1bdae38312;relatorio-de-bilheteria-diaria-de-obras-informadas-pelas-exibidoras;Relatório de bilheteria diária de obras informadas pelas exibidoras;Cultura;89819e7c-7e75-4af0-a4dc-6414aa17cb0d;agencia-nacional-do-cinema;DF;Brasília;Agência Nacional do Cinema;Coordenação de Gestão das Informações Regulatórias;semanal;09/04/2024 13:12:07;07/08/2024 10:06:18;4;448;1;"Data da Exibição; Título original da obra; Título no Brasil; CPB/ROE; País; Registro Sala; Nome Sala; Público; Registro do Grupo Exibidor; Registro Exibidor; Registro do Complexo; Município Sala/Complexo; UF Sala/Complexo; Razão Social Exibidora; CNPJ da Exibidora.";https://dados.gov.br/dados/conjuntos-dados/relatorio-de-bilheteria-diaria-de-obras-informadas-pelas-exibidoras
d4ac9cab-3f10-49da-b91f-aad2bb767aa1;relatorio-de-bilheteria-diaria-de-obras-informadas-pelas-distribuidoras;Relatório de bilheteria diária de obras informadas pelas distribuidoras;Cultura;89819e7c-7e75-4af0-a4dc-6414aa17cb0d;agencia-nacional-do-cinema;DF;Brasília;Agência Nacional do Cinema;Coordenação de Gestão das Informações Regulatórias;semanal;04/09/2023 20:52:43;07/08/2024 10:07:58;4;521;1;"Data da Exibição; Título original da obra; Título no Brasil; CPB/ROE; País; Registro Sala; Nome Sala; Público; Registro do Grupo Exibidor; Registro Exibidor; Registro do Complexo; Município Sala/Complexo; UF Sala/Complexo; Razão Social Distribuidora; CNPJ da Distribuidora.";https://dados.gov.br/dados/conjuntos-dados/relatorio-de-bilheteria-diaria-de-obras-informadas-pelas-distribuidoras
51491fd9-ed3b-4b21-8f58-f705b041df95;seguros-dos-contratos-das-concessoes-de-aeroportos;Seguros dos Contratos das Concessões de Aeroportos;Administração;d5bc559a-beda-4f1e-92ea-380bd5ef12a2;agencia-nacional-de-aviacao-civil-anac;;;Agência Nacional de Aviação Civil - ANAC;Gerência de Outorgas de Infraestrutura Aeroportuária - GOIA;semanal;14/08/2024 17:27:55;14/08/2024 14:27:55;2;20;0;Informações sobre os seguros obrigatórios estabelecidos nos contratos de concessão de aeroportos.;https://dados.gov.br/dados/conjuntos-dados/seguros-dos-contratos-das-concessoes-de-aeroportos
fc044f6b-3d10-4bf4-964c-5c3fb6c31d5f;organizacao-de-producao;Organização de Produção;Administração;d5bc559a-beda-4f1e-92ea-380bd5ef12a2;agencia-nacional-de-aviacao-civil-anac;;;Agência Nacional de Aviação Civil - ANAC;Gerência Técnica de Certificação de Organizações e Inspeção – SAR/GTCO/CPROD;semanal;27/08/2024 22:37:52;27/08/2024 19:38:42;2;12;0;Dados referentes a certificação e vigilância continuada de fabricantes de produtos e artigos aeronáuticos e de fabricantes de embalagens para transporte de artigos perigosos.;https://dados.gov.br/dados/conjuntos-dados/organizacao-de-producao
d128cf9b-3308-4bb9-99c5-4848093f34df;grupos-de-pesquisa-ufra;Grupos de Pesquisa Ufra;Pesquisa e Desenvolvimento;43ea54d6-7939-4558-9b32-449b323f221e;universidade-federal-rural-da-amazonia;PA;Belém;Universidade Federal Rural da Amazônia;Pró- Reitoria de Pesquisa e Desenvolvimento Tecnológico  ;semanal;28/08/2024 13:59:38;28/08/2024 10:59:38;2;2;0;Informações sobre grupos de pesquisa no âmbito da UFRA;https://dados.gov.br/dados/conjuntos-dados/grupos-de-pesquisa-ufra
f70d02d4-f455-4351-8a15-a3148d0491be;producao-cientifica-ufra;Produção Científica Ufra;Pesquisa e Desenvolvimento;43ea54d6-7939-4558-9b32-449b323f221e;universidade-federal-rural-da-amazonia;PA;Belém;Universidade Federal Rural da Amazônia;Pró- Reitoria de Pesquisa e Desenvolvimento Tecnológico  ;semanal;28/08/2024 14:03:39;28/08/2024 11:03:39;2;3;0;Relação da produção científica por tipo e número de produção;https://dados.gov.br/dados/conjuntos-dados/producao-cientifica-ufra
f242b881-89ad-476f-90e0-55c52420ad14;acervo-judiciario;Acervo Judiciário;Administração;a84ac121-a2a6-47be-abb8-67f88c8e7a96;arquivo-nacional-an;;;Arquivo Nacional - AN;Coordenação Geral de Processamento Técnico e Preservação do Acervo (COPRA) ;semanal;07/03/2023 14:16:48;09/09/2024 11:59:26;10;425;3;Base de descrição dos documentos judiciais provenientes de diversos órgãos do Poder Judiciário. A base contempla os documentos provenientes da Casa da Suplicação do Brasil, do Supremo Tribunal de Justiça e do Supremo Tribunal Federal que estão disponíveis na Base de Processos do STF.;https://dados.gov.br/dados/conjuntos-dados/acervo-judiciario
d7439ebe-3158-466a-b6d9-72d2e2509cef;assistencia-estudantil-ufra;Assistência Estudantil Ufra;Educação;43ea54d6-7939-4558-9b32-449b323f221e;universidade-federal-rural-da-amazonia;PA;Belém;Universidade Federal Rural da Amazônia;Pró-Reitoria de Assuntos estudantis;semanal;19/09/2024 13:54:40;19/09/2024 10:54:40;2;0;0;Relação com número de matriculas dos estudantes contemplados detalhando campus, nível de ensino, tipo de bolsa, status da bolsa;https://dados.gov.br/dados/conjuntos-dados/assistencia-estudantil-ufra
9983986d-813d-4103-8c21-b337b044891b;docentes-da-graduacao-ufra;Docentes da Graduação Ufra;Educação;43ea54d6-7939-4558-9b32-449b323f221e;universidade-federal-rural-da-amazonia;PA;Belém;Universidade Federal Rural da Amazônia;Pró-Reitoria de Ensino;semanal;21/10/2024 14:03:48;21/10/2024 11:03:48;1;0;0;Lista com nome do docente, semestre letivo, departamento de vinculação, disciplina, curso, turno que lecionou.;https://dados.gov.br/dados/conjuntos-dados/docentes-da-graduacao-ufra
02c2bda8-c0b7-4154-b6ec-8a3c9ab75a1c;cias-abertas-documentos-formulrio-de-referncia-fre;Cias Abertas: Documentos: Formulário de Referência (FRE);;87b25628-5ebb-47cc-ac69-2b97db61d914;comissao-de-valores-mobiliarios;;;Comissão de Valores Mobiliários;Suporte a Sistemas CVM;semanal;20/06/2022 23:23:42;04/11/2024 15:50:32;7;155;4;"O  __FORMULÁRIO DE REFERÊNCIA (FRE)__ é um documento eletrônico, de encaminhamento periódico e eventual, previsto no artigo 22, inciso II, da Resolução CVM nº 80/22, cujo encaminhamento à CVM deve se dar por meio do Sistema Empresas.NET.

O Formulário de Referência de Companhias Abertas reúne todas as informações referentes ao emissor, como atividades, fatores de risco, administração, estrutura de capital, dados financeiros, comentários dos administradores sobre esses dados, valores mobiliários emitidos e operações com partes relacionadas.

***

O conjunto de dados disponibiliza:

* Os endereços para download dos __Formulários de Referência entregues nos últimos cinco anos__ (arquivo __fre_cia_aberta__). Para abrir os documentos baixados, é necessária a instalação do [programa Empresas.NET](http://www.cvm.gov.br/menu/regulados/companhias/prog-empnet.html ""Instruções de instalação do programa Empresas.NET"")

* O conteúdo estruturado do Formulário, em formato (csv), organizado nos seguintes arquivos:
    * __fre_cia_responsavel__: Identificação dos Responsáveis (Item 1.1 do Anexo 24 da ICVM 480)
    * __fre_cia_auditor__: Auditores Independentes - Identificação e Remuneração (Itens 2.1/2 do Anexo 24 da ICVM 480)
    * __fre_cia_auditor_responsavel__: Auditores Independentes - Identificação e Remuneração / Responsável Técnico (Itens 2.1/2 do Anexo 24 da ICVM 480)
    * __fre_cia_aberta_informacao_financeira__: Informações financeiras (Item 3.1 do Anexo 24 da ICVM 480)
    * __fre_cia_aberta_distribuicao_dividendos__: Distribuição de dividendos (Item 3.5 do Anexo 24 da ICVM 480)
    * __fre_cia_aberta_distribuicao_dividendos_classe_acao__: Distribuição de dividendos (Classe/Espécie Ação) (Item 3.5 do Anexo 24 da ICVM 480)
    * __fre_cia_aberta_endividamento__: Nível de endividamento (Item 3.7 do Anexo 24 da ICVM 480)
    * __fre_cia_aberta_obrigacao__: Dívidas/Obrigações (Item 3.8 do Anexo 24 da ICVM 480)
    * __fre_cia_historico_emissor__: Constituição do emissor, prazo de duração e data de registro na CVM (Itens 6.1/2/4 do Anexo 24 da ICVM 480)
    * __fre_cia_grupo_economico_reestruturacao__: Grupo econômico - Operações de reestruturação (Item 8.3 do Anexo 24 da ICVM 480) - Descontinuada na versão do FRE vigente a partir de 2016
    * __fre_cia_ativo_imobilizado__: Ativos imobilizados (Item 9.1.a do Anexo 24 da ICVM 480)
    * __fre_cia_ativo_intangivel__: Ativos intangíveis (Item 9.1.b do Anexo 24 da ICVM 480)
    * __fre_cia_participacao_sociedade__: Participação em sociedades (Item 9.1.c do Anexo 24 da ICVM 480)
    * __fre_cia_participacao_sociedade_valorizacao_acao__: Participação em sociedades / Histórico de Valorização da Ação (Item 9.1.c do Anexo 24 da ICVM 480)

    * __fre_cia_aberta_administrador_membro_conselho_fiscal__: Composição e Experiência dos Administradores e Membros do Conselho Fiscal (Itens 12.5/6 (antigos 12.6/8) do Anexo 24 da ICVM 480)
    * __fre_cia_aberta_membro_comite__: Composição dos Comitês (Itens 12.7/8 (antigo 12.7) do Anexo 24 da ICVM 480)
    * __fre_cia_aberta_relacao_familiar__: Relações Familiares (Item 12.9 do Anexo 24 da ICVM 480)
    * __fre_cia_aberta_relacao_subordinacao__: Relações de Subordinação, prestação de serviço ou controle  (Item 12.10 do Anexo 24 da ICVM 480)
    * __fre_cia_aberta_remuneracao_total_orgao__: Remuneração total do conselho de administração, diretoria estatutária e conselho fiscal  (Item 13.2 do Anexo 24 da ICVM 480)
    * __fre_cia_aberta_remuneracao_maxima_minima_media__: Remuneração máxima, mínima e média do conselho de administração, da diretoria estatutária e do conselho fiscal  (Item 13.11 do Anexo 24 da ICVM 480)
    * __fre_cia_aberta_posicao_acionaria__: Posição Acionária (Item 15.1/2 do Anexo 24 da ICVM 480)

    * __fre_cia_aberta_posicao_acionaria_classe_acao__: Posição Acionária (Item 15.1/2 do Anexo 24 da ICVM 480)

    * __fre_cia_aberta_distribuicao_capital__: Distribuição de Capital (Item 15.3 do Anexo 24 da ICVM 480)
    * __fre_cia_aberta_distribuicao_capital_classe_acao__: Distribuição de Capital por Classe de Ação (Item 15.3.d do Anexo 24 da ICVM 480)
    * __fre_cia_aberta_transacao_parte_relacionada__: Transações com Partes Relacionadas (Item 16.2 do Anexo 24 da ICVM 480)
    * __fre_cia_capital_social__: Capital Social (Item 17.1 do Anexo 24 da ICVM 480)
    * __fre_cia_capital_social_classe_acao__: Capital Social por Classe de Ação (Item 17.1 do Anexo 24 da ICVM 480)
    * __fre_cia_capital_social_titulo_conversivel__: Capital Social / Outros títulos conversíveis em ações (Item 17.1 do Anexo 24 da ICVM 480)
    * __fre_cia_capital_social_aumento__: Aumentos do Capital Social (Item 17.2 do Anexo 24 da ICVM 480)
    * __fre_cia_capital_social_aumento_classe_acao__: Aumentos do Capital Social por Classe de Ação (Item 17.2 do Anexo 24 da ICVM 480)
    * __fre_cia_capital_social_desdobramento__: Desdobramento, Grupamento e Bonificação (Item 17.3 do Anexo 24 da ICVM 480)
    * __fre_cia_capital_social_desdobramento_classe_acao__: Desdobramento, Grupamento e Bonificação por Classe de Ação (Item 17.3 do Anexo 24 da ICVM 480)
    * __fre_cia_capital_social_reducao__: Redução do Capital Social (Item 17.4 do Anexo 24 da ICVM 480)
    * __fre_cia_capital_social_reducao_classe_acao__: Redução do Capital Social por Classe de Ação (Item 17.4 do Anexo 24 da ICVM 480)
    * __fre_cia_direito_acao__: Direito das ações (Item 18.1 do Anexo 24 da ICVM 480)
    * __fre_cia_volume_valor_mobiliario__: Volume/cotação de valores mobiliários (Item 18.4 do Anexo 24 da ICVM 480)
    * __fre_cia_outro_valor_mobiliario__: Outros valores mobiliários emitidos (Item 18.5 do Anexo 24 da ICVM 480)

    * __fre_cia_aberta_titular_valor_mobiliario__: Número de titulares de valores mobiliários (Item 18.5.a do Anexo 24 da ICVM 480)
    * __fre_cia_aberta_mercado_estrangeiro__: Negociação de Mercados Estrangeiros (Item 18.7 do Anexo 24 da ICVM 480)
    * __fre_cia_aberta_titulo_exterior__: Descrição dos títulos emitidos no exterior (Item 18.8 do Anexo 24 da ICVM 480)

    * __fre_cia_plano_recompra__: Descrição/Planos de Recompra (Item 19.1 do Anexo 24 da ICVM 480)
    * __fre_cia_plano_recompra_classe_acao__: Descrição/Planos de Recompra por Classe de Ação (Item 19.1 do Anexo 24 da ICVM 480)
    * __fre_cia_valor_mobiliario_tesouraria_movimentacao__: Movimentação dos valores mobiliários mantidos em tesouraria (Item 19.2 do Anexo 24 da ICVM 480)
    * __fre_cia_valor_mobiliario_tesouraria_ultimo_exercicio__: Informações sobre valores mobiliários mantidos em tesouraria na data de encerramento do último exercício social (Item 19.3 do Anexo 24 da ICVM 480) - Descontinuada na versão do FRE vigente a partir de 2016
    * __fre_cia_politica_negociacao__: Informações política de negociação de valores mobiliários (Item 20.1 do Anexo 24 da ICVM 480)
    * __fre_cia_politica_negociacao_cargo__: Informações política de negociação de valores mobiliários / Cargo da Pessoa Vinculada (Item 20.1 do Anexo 24 da ICVM 480)

* Arquivos aplicáveis à nova versão do Formulário de Referência (vigente a partir de 2023):
    * __fre_cia_aberta_administrador_declaracao_genero__: Descrição das principais características dos órgãos de administração e do conselho fiscal - Quantidade de membros por declaração de gênero (item 7.1D. do Anexo C da Resolução CVM nº 80/22)
    * __fre_cia_aberta_administrador_declaracao_raca__: Descrição das principais características dos órgãos de administração e do conselho fiscal - Quantidade de membros por declaração de cor e raça (item 7.1D do Anexo C da Resolução CVM nº 80/22)
    * __fre_cia_aberta_remuneracao_variavel__: Remuneração variável (item 8.3 do Anexo C da Resolução CVM nº 80/22)
    * __fre_cia_aberta_remuneracao_acao__: Remuneração baseada em ações (item 8.5  do Anexo C da Resolução CVM nº 80/22)
    * __fre_cia_aberta_acao_entregue__: Ações entregues (item 8.11  do Anexo C da Resolução CVM nº 80/22)

    * __fre_cia_aberta_empregado_posicao_declaracao_genero__ _(anteriormente: fre_cia_aberta_empregado_declaracao_genero)_: Descrição dos recursos humanos - Quantidade de empregados por declaração de gênero (item 10.1A  do Anexo C da Resolução CVM nº 80/22)
    * __fre_cia_aberta_empregado_posicao_declaracao_raca__ _(anteriormente: fre_cia_aberta_empregado_declaracao_raca)_: Descrição dos recursos humanos - Quantidade de empregados por declaração de cor ou raça (item 10.1A  do Anexo C da Resolução CVM nº 80/22)
    * __fre_cia_aberta_empregado_posicao_faixa_etaria__: Descrição dos recursos humanos - Quantidade de empregados por posição e faixa etária (item 10.1A  do Anexo C da Resolução CVM nº 80/22)
    * __fre_cia_aberta_empregado_posicao_local__: Descrição dos recursos humanos - Quantidade de empregados por posição e localização geográfica (item 10.1A  do Anexo C da Resolução CVM nº 80/22)
    * __fre_cia_aberta_empregado_local_declaracao_genero__: Descrição dos recursos humanos - Quantidade de empregados por localização geográfica e declaração de gênero (item 10.1A  do Anexo C da Resolução CVM nº 80/22)
    * __fre_cia_aberta_empregado_local_declaracao_raca__: Descrição dos recursos humanos - Quantidade de empregados por localização geográfica e declaração de cor ou raça (item 10.1A  do Anexo C da Resolução CVM nº 80/22)
    * __fre_cia_aberta_empregado_local_faixa_etaria__: Descrição dos recursos humanos - Quantidade de empregados por localização geográfica e faixa etária (item 10.1A  do Anexo C da Resolução CVM nº 80/22)

***

Os arquivos no conjunto de dados serão atualizados _semanalmente_ com as eventuais reapresentações.

***

[Histórico desde 2010 (incluindo arquivos não sujeitos à política de atualização)](https://dados.cvm.gov.br/dados/CIA_ABERTA/DOC/FRE/DADOS/  ""Repositório de Arquivos"") 

***
";https://dados.gov.br/dados/conjuntos-dados/cias-abertas-documentos-formulrio-de-referncia-fre
0529d82d-9b15-49ab-b887-2b78430b2586;fip-documentos-informe-trimestral;FIP: Documentos: Informe Trimestral;;87b25628-5ebb-47cc-ac69-2b97db61d914;comissao-de-valores-mobiliarios;;;Comissão de Valores Mobiliários;Suporte a Sistemas CVM;semanal;20/06/2022 23:23:44;04/11/2024 15:50:33;7;71;1;"O conjunto de dados disponibiliza os __Informes Trimestrais__, referentes aos Fundos de Investimento em Participações, __nos últimos cinco anos__.

__Importante:__ A partir de setembro/2017, os campos QT_COTA (Quantidade de Cotas) e VL_PATRIM_COTA (Valor Patrimonial da Cota) foram descontinuados no Informe Trimestral de FIP.

***

Todos os arquivos (referentes aos anos corrente e anteriores, até A-4) serão atualizados _semanalmente_ com as eventuais reapresentações.

***

[Histórico desde 2010 (arquivos não sujeitos à política de atualização)](http://dados.cvm.gov.br/dados/FIP/DOC/INF_TRIMESTRAL/DADOS/  ""Repositório de Arquivos"") 

";https://dados.gov.br/dados/conjuntos-dados/fip-documentos-informe-trimestral
096a80a4-99fc-4ca1-b6cd-b2482c58682a;securitizadoras-documentos-informe-mensal-de-cri;Securitizadoras: Documentos: Informe Mensal de CRI;;87b25628-5ebb-47cc-ac69-2b97db61d914;comissao-de-valores-mobiliarios;;;Comissão de Valores Mobiliários;Suporte a Sistemas CVM;semanal;28/10/2022 22:36:13;04/11/2024 15:50:34;7;42;0;"O __Informe Mensal de Certificados de Recebíveis Imobiliários__ é um documento eletrônico de encaminhamento periódico, definido no Suplemento E da Resolução CVMº 60, cujo encaminhamento à CVM deve se dar por meio do Sistema Fundos.NET.

***

O conjunto de dados disponibiliza os informes mensais referentes aos __últimos cinco anos__:

Os arquivos serão atualizados _semanalmente_ com as eventuais reapresentações.

***";https://dados.gov.br/dados/conjuntos-dados/securitizadoras-documentos-informe-mensal-de-cri
